"Text","Title","Chapter"
"except as to the spots on his nose: “I would ride over any of you very","A Tale of Two Cities",13
"willingly, and exterminate you from the earth. If I knew which rascal","A Tale of Two Cities",13
"threw at the carriage, and if that brigand were sufficiently near it, he","A Tale of Two Cities",13
"should be crushed under the wheels.”","A Tale of Two Cities",13
"","A Tale of Two Cities",13
"So cowed was their condition, and so long and hard their experience of","A Tale of Two Cities",13
"what such a man could do to them, within the law and beyond it, that not","A Tale of Two Cities",13
"a voice, or a hand, or even an eye was raised. Among the men, not one.","A Tale of Two Cities",13
"But the woman who stood knitting looked up steadily, and looked the","A Tale of Two Cities",13
"Marquis in the face. It was not for his dignity to notice it; his","A Tale of Two Cities",13
"contemptuous eyes passed over her, and over all the other rats; and he","A Tale of Two Cities",13
"leaned back in his seat again, and gave the word “Go on!”","A Tale of Two Cities",13
"","A Tale of Two Cities",13
"He was driven on, and other carriages came whirling by in quick","A Tale of Two Cities",13
"succession; the Minister, the State-Projector, the Farmer-General, the","A Tale of Two Cities",13
"Doctor, the Lawyer, the Ecclesiastic, the Grand Opera, the Comedy, the","A Tale of Two Cities",13
"whole Fancy Ball in a bright continuous flow, came whirling by. The rats","A Tale of Two Cities",13
"had crept out of their holes to look on, and they remained looking","A Tale of Two Cities",13
"on for hours; soldiers and police often passing between them and the","A Tale of Two Cities",13
"spectacle, and making a barrier behind which they slunk, and through","A Tale of Two Cities",13
"which they peeped. The father had long ago taken up his bundle and","A Tale of Two Cities",13
"bidden himself away with it, when the women who had tended the bundle","A Tale of Two Cities",13
"while it lay on the base of the fountain, sat there watching the running","A Tale of Two Cities",13
"of the water and the rolling of the Fancy Ball--when the one woman who","A Tale of Two Cities",13
"had stood conspicuous, knitting, still knitted on with the steadfastness","A Tale of Two Cities",13
"of Fate. The water of the fountain ran, the swift river ran, the day ran","A Tale of Two Cities",13
"into evening, so much life in the city ran into death according to rule,","A Tale of Two Cities",13
"time and tide waited for no man, the rats were sleeping close together","A Tale of Two Cities",13
"in their dark holes again, the Fancy Ball was lighted up at supper, all","A Tale of Two Cities",13
"things ran their course.","A Tale of Two Cities",13
"","A Tale of Two Cities",13
"","A Tale of Two Cities",13
"","A Tale of Two Cities",13
"","A Tale of Two Cities",13
"CHAPTER XVII.","A Tale of Two Cities",23
"One Night","A Tale of Two Cities",23
"","A Tale of Two Cities",23
"","A Tale of Two Cities",23
"Never did the sun go down with a brighter glory on the quiet corner in","A Tale of Two Cities",23
"Soho, than one memorable evening when the Doctor and his daughter sat","A Tale of Two Cities",23
"under the plane-tree together. Never did the moon rise with a milder","A Tale of Two Cities",23
"radiance over great London, than on that night when it found them still","A Tale of Two Cities",23
"seated under the tree, and shone upon their faces through its leaves.","A Tale of Two Cities",23
"","A Tale of Two Cities",23
"Lucie was to be married to-morrow. She had reserved this last evening","A Tale of Two Cities",23
"for her father, and they sat alone under the plane-tree.","A Tale of Two Cities",23
"","A Tale of Two Cities",23
"“You are happy, my dear father?”","A Tale of Two Cities",23
"","A Tale of Two Cities",23
"“Quite, my child.”","A Tale of Two Cities",23
"","A Tale of Two Cities",23
"They had said little, though they had been there a long time. When it","A Tale of Two Cities",23
"was yet light enough to work and read, she had neither engaged herself","A Tale of Two Cities",23
"in her usual work, nor had she read to him. She had employed herself in","A Tale of Two Cities",23
"both ways, at his side under the tree, many and many a time; but, this","A Tale of Two Cities",23
"time was not quite like any other, and nothing could make it so.","A Tale of Two Cities",23
"","A Tale of Two Cities",23
"“And I am very happy to-night, dear father. I am deeply happy in the","A Tale of Two Cities",23
"love that Heaven has so blessed--my love for Charles, and Charles’s love","A Tale of Two Cities",23
"for me. But, if my life were not to be still consecrated to you, or","A Tale of Two Cities",23
"if my marriage were so arranged as that it would part us, even by","A Tale of Two Cities",23
"the length of a few of these streets, I should be more unhappy and","A Tale of Two Cities",23
"self-reproachful now than I can tell you. Even as it is--”","A Tale of Two Cities",23
"","A Tale of Two Cities",23
"Even as it was, she could not command her voice.","A Tale of Two Cities",23
"","A Tale of Two Cities",23
"In the sad moonlight, she clasped him by the neck, and laid her face","A Tale of Two Cities",23
"upon his breast. In the moonlight which is always sad, as the light of","A Tale of Two Cities",23
"the sun itself is--as the light called human life is--at its coming and","A Tale of Two Cities",23
"its going.","A Tale of Two Cities",23
"","A Tale of Two Cities",23
"“Dearest dear! Can you tell me, this last time, that you feel quite,","A Tale of Two Cities",23
"quite sure, no new affections of mine, and no new duties of mine, will","A Tale of Two Cities",23
"ever interpose between us? _I_ know it well, but do you know it? In your","A Tale of Two Cities",23
"own heart, do you feel quite certain?”","A Tale of Two Cities",23
"","A Tale of Two Cities",23
"Her father answered, with a cheerful firmness of conviction he could","A Tale of Two Cities",23
"scarcely have assumed, “Quite sure, my darling! More than that,” he","A Tale of Two Cities",23
"added, as he tenderly kissed her: “my future is far brighter, Lucie,","A Tale of Two Cities",23
"seen through your marriage, than it could have been--nay, than it ever","A Tale of Two Cities",23
"was--without it.”","A Tale of Two Cities",23
"","A Tale of Two Cities",23
"“If I could hope _that_, my father!--”","A Tale of Two Cities",23
"","A Tale of Two Cities",23
"“Believe it, love! Indeed it is so. Consider how natural and how plain","A Tale of Two Cities",23
"it is, my dear, that it should be so. You, devoted and young, cannot","A Tale of Two Cities",23
"fully appreciate the anxiety I have felt that your life should not be","A Tale of Two Cities",23
"wasted--”","A Tale of Two Cities",23
"","A Tale of Two Cities",23
"She moved her hand towards his lips, but he took it in his, and repeated","A Tale of Two Cities",23
"the word.","A Tale of Two Cities",23
"","A Tale of Two Cities",23
"“--wasted, my child--should not be wasted, struck aside from the","A Tale of Two Cities",23
"natural order of things--for my sake. Your unselfishness cannot entirely","A Tale of Two Cities",23
"comprehend how much my mind has gone on this; but, only ask yourself,","A Tale of Two Cities",23
"how could my happiness be perfect, while yours was incomplete?”","A Tale of Two Cities",23
"","A Tale of Two Cities",23
"“If I had never seen Charles, my father, I should have been quite happy","A Tale of Two Cities",23
"with you.”","A Tale of Two Cities",23
"","A Tale of Two Cities",23
"He smiled at her unconscious admission that she would have been unhappy","A Tale of Two Cities",23
"without Charles, having seen him; and replied:","A Tale of Two Cities",23
"","A Tale of Two Cities",23
"“My child, you did see him, and it is Charles. If it had not been","A Tale of Two Cities",23
"Charles, it would have been another. Or, if it had been no other, I","A Tale of Two Cities",23
"should have been the cause, and then the dark part of my life would have","A Tale of Two Cities",23
"cast its shadow beyond myself, and would have fallen on you.”","A Tale of Two Cities",23
"","A Tale of Two Cities",23
"It was the first time, except at the trial, of her ever hearing him","A Tale of Two Cities",23
"refer to the period of his suffering. It gave her a strange and new","A Tale of Two Cities",23
"sensation while his words were in her ears; and she remembered it long","A Tale of Two Cities",23
"afterwards.","A Tale of Two Cities",23
"","A Tale of Two Cities",23
"“See!” said the Doctor of Beauvais, raising his hand towards the moon.","A Tale of Two Cities",23
"“I have looked at her from my prison-window, when I could not bear her","A Tale of Two Cities",23
"light. I have looked at her when it has been such torture to me to think","A Tale of Two Cities",23
"of her shining upon what I had lost, that I have beaten my head against","A Tale of Two Cities",23
"my prison-walls. I have looked at her, in a state so dull and lethargic,","A Tale of Two Cities",23
"that I have thought of nothing but the number of horizontal lines I","A Tale of Two Cities",23
"could draw across her at the full, and the number of perpendicular lines","A Tale of Two Cities",23
"with which I could intersect them.” He added in his inward and pondering","A Tale of Two Cities",23
"manner, as he looked at the moon, “It was twenty either way, I remember,","A Tale of Two Cities",23
"and the twentieth was difficult to squeeze in.”","A Tale of Two Cities",23
"","A Tale of Two Cities",23
"The strange thrill with which she heard him go back to that time,","A Tale of Two Cities",23
"deepened as he dwelt upon it; but, there was nothing to shock her in","A Tale of Two Cities",23
"the manner of his reference. He only seemed to contrast his present","A Tale of Two Cities",23
"cheerfulness and felicity with the dire endurance that was over.","A Tale of Two Cities",23
"","A Tale of Two Cities",23
"“I have looked at her, speculating thousands of times upon the unborn","A Tale of Two Cities",23
"child from whom I had been rent. Whether it was alive. Whether it had","A Tale of Two Cities",23
"been born alive, or the poor mother’s shock had killed it. Whether it","A Tale of Two Cities",23
"was a son who would some day avenge his father. (There was a time in my","A Tale of Two Cities",23
"imprisonment, when my desire for vengeance was unbearable.) Whether it","A Tale of Two Cities",23
"was a son who would never know his father’s story; who might even live","A Tale of Two Cities",23
"to weigh the possibility of his father’s having disappeared of his own","A Tale of Two Cities",23
"will and act. Whether it was a daughter who would grow to be a woman.”","A Tale of Two Cities",23
"","A Tale of Two Cities",23
"She drew closer to him, and kissed his cheek and his hand.","A Tale of Two Cities",23
"","A Tale of Two Cities",23
"“I have pictured my daughter, to myself, as perfectly forgetful of","A Tale of Two Cities",23
"me--rather, altogether ignorant of me, and unconscious of me. I have","A Tale of Two Cities",23
"cast up the years of her age, year after year. I have seen her married","A Tale of Two Cities",23
"to a man who knew nothing of my fate. I have altogether perished from","A Tale of Two Cities",23
"the remembrance of the living, and in the next generation my place was a","A Tale of Two Cities",23
"blank.”","A Tale of Two Cities",23
"","A Tale of Two Cities",23
"“My father! Even to hear that you had such thoughts of a daughter who","A Tale of Two Cities",23
"never existed, strikes to my heart as if I had been that child.”","A Tale of Two Cities",23
"","A Tale of Two Cities",23
"“You, Lucie? It is out of the Consolation and restoration you have","A Tale of Two Cities",23
"brought to me, that these remembrances arise, and pass between us and","A Tale of Two Cities",23
"the moon on this last night.--What did I say just now?”","A Tale of Two Cities",23
"","A Tale of Two Cities",23
"“She knew nothing of you. She cared nothing for you.”","A Tale of Two Cities",23
"","A Tale of Two Cities",23
"“So! But on other moonlight nights, when the sadness and the silence","A Tale of Two Cities",23
"have touched me in a different way--have affected me with something as","A Tale of Two Cities",23
"like a sorrowful sense of peace, as any emotion that had pain for its","A Tale of Two Cities",23
"foundations could--I have imagined her as coming to me in my cell, and","A Tale of Two Cities",23
"leading me out into the freedom beyond the fortress. I have seen her","A Tale of Two Cities",23
"image in the moonlight often, as I now see you; except that I never held","A Tale of Two Cities",23
"her in my arms; it stood between the little grated window and the door.","A Tale of Two Cities",23
"But, you understand that that was not the child I am speaking of?”","A Tale of Two Cities",23
"","A Tale of Two Cities",23
"“The figure was not; the--the--image; the fancy?”","A Tale of Two Cities",23
"","A Tale of Two Cities",23
"“No. That was another thing. It stood before my disturbed sense of","A Tale of Two Cities",23
"sight, but it never moved. The phantom that my mind pursued, was another","A Tale of Two Cities",23
"and more real child. Of her outward appearance I know no more than","A Tale of Two Cities",23
"that she was like her mother. The other had that likeness too--as you","A Tale of Two Cities",23
"have--but was not the same. Can you follow me, Lucie? Hardly, I think?","A Tale of Two Cities",23
"I doubt you must have been a solitary prisoner to understand these","A Tale of Two Cities",23
"perplexed distinctions.”","A Tale of Two Cities",23
"","A Tale of Two Cities",23
"His collected and calm manner could not prevent her blood from running","A Tale of Two Cities",23
"cold, as he thus tried to anatomise his old condition.","A Tale of Two Cities",23
"","A Tale of Two Cities",23
"“In that more peaceful state, I have imagined her, in the moonlight,","A Tale of Two Cities",23
"coming to me and taking me out to show me that the home of her married","A Tale of Two Cities",23
"life was full of her loving remembrance of her lost father. My picture","A Tale of Two Cities",23
"was in her room, and I was in her prayers. Her life was active,","A Tale of Two Cities",23
"cheerful, useful; but my poor history pervaded it all.”","A Tale of Two Cities",23
"","A Tale of Two Cities",23
"“I was that child, my father, I was not half so good, but in my love","A Tale of Two Cities",23
"that was I.”","A Tale of Two Cities",23
"","A Tale of Two Cities",23
"“And she showed me her children,” said the Doctor of Beauvais, “and","A Tale of Two Cities",23
"they had heard of me, and had been taught to pity me. When they passed","A Tale of Two Cities",23
"a prison of the State, they kept far from its frowning walls, and looked","A Tale of Two Cities",23
"up at its bars, and spoke in whispers. She could never deliver me; I","A Tale of Two Cities",23
"imagined that she always brought me back after showing me such things.","A Tale of Two Cities",23
"But then, blessed with the relief of tears, I fell upon my knees, and","A Tale of Two Cities",23
"blessed her.”","A Tale of Two Cities",23
"","A Tale of Two Cities",23
"“I am that child, I hope, my father. O my dear, my dear, will you bless","A Tale of Two Cities",23
"me as fervently to-morrow?”","A Tale of Two Cities",23
"","A Tale of Two Cities",23
"“Lucie, I recall these old troubles in the reason that I have to-night","A Tale of Two Cities",23
"for loving you better than words can tell, and thanking God for my great","A Tale of Two Cities",23
"happiness. My thoughts, when they were wildest, never rose near the","A Tale of Two Cities",23
"happiness that I have known with you, and that we have before us.”","A Tale of Two Cities",23
"","A Tale of Two Cities",23
"He embraced her, solemnly commended her to Heaven, and humbly thanked","A Tale of Two Cities",23
"Heaven for having bestowed her on him. By-and-bye, they went into the","A Tale of Two Cities",23
"house.","A Tale of Two Cities",23
"","A Tale of Two Cities",23
"There was no one bidden to the marriage but Mr. Lorry; there was even to","A Tale of Two Cities",23
"be no bridesmaid but the gaunt Miss Pross. The marriage was to make no","A Tale of Two Cities",23
"change in their place of residence; they had been able to extend it,","A Tale of Two Cities",23
"by taking to themselves the upper rooms formerly belonging to the","A Tale of Two Cities",23
"apocryphal invisible lodger, and they desired nothing more.","A Tale of Two Cities",23
"","A Tale of Two Cities",23
"Doctor Manette was very cheerful at the little supper. They were only","A Tale of Two Cities",23
"three at table, and Miss Pross made the third. He regretted that Charles","A Tale of Two Cities",23
"was not there; was more than half disposed to object to the loving","A Tale of Two Cities",23
"little plot that kept him away; and drank to him affectionately.","A Tale of Two Cities",23
"","A Tale of Two Cities",23
"So, the time came for him to bid Lucie good night, and they separated.","A Tale of Two Cities",23
"But, in the stillness of the third hour of the morning, Lucie came","A Tale of Two Cities",23
"downstairs again, and stole into his room; not free from unshaped fears,","A Tale of Two Cities",23
"beforehand.","A Tale of Two Cities",23
"","A Tale of Two Cities",23
"All things, however, were in their places; all was quiet; and he lay","A Tale of Two Cities",23
"asleep, his white hair picturesque on the untroubled pillow, and his","A Tale of Two Cities",23
"hands lying quiet on the coverlet. She put her needless candle in the","A Tale of Two Cities",23
"shadow at a distance, crept up to his bed, and put her lips to his;","A Tale of Two Cities",23
"then, leaned over him, and looked at him.","A Tale of Two Cities",23
"","A Tale of Two Cities",23
"Into his handsome face, the bitter waters of captivity had worn; but, he","A Tale of Two Cities",23
"covered up their tracks with a determination so strong, that he held the","A Tale of Two Cities",23
"mastery of them even in his sleep. A more remarkable face in its quiet,","A Tale of Two Cities",23
"resolute, and guarded struggle with an unseen assailant, was not to be","A Tale of Two Cities",23
"beheld in all the wide dominions of sleep, that night.","A Tale of Two Cities",23
"","A Tale of Two Cities",23
"She timidly laid her hand on his dear breast, and put up a prayer that","A Tale of Two Cities",23
"she might ever be as true to him as her love aspired to be, and as his","A Tale of Two Cities",23
"sorrows deserved. Then, she withdrew her hand, and kissed his lips once","A Tale of Two Cities",23
"more, and went away. So, the sunrise came, and the shadows of the leaves","A Tale of Two Cities",23
"of the plane-tree moved upon his face, as softly as her lips had moved","A Tale of Two Cities",23
"in praying for him.","A Tale of Two Cities",23
"","A Tale of Two Cities",23
"","A Tale of Two Cities",23
"","A Tale of Two Cities",23
"","A Tale of Two Cities",23
"CHAPTER XX.","A Tale of Two Cities",26
"A Plea","A Tale of Two Cities",26
"","A Tale of Two Cities",26
"","A Tale of Two Cities",26
"When the newly-married pair came home, the first person who appeared, to","A Tale of Two Cities",26
"offer his congratulations, was Sydney Carton. They had not been at home","A Tale of Two Cities",26
"many hours, when he presented himself. He was not improved in habits, or","A Tale of Two Cities",26
"in looks, or in manner; but there was a certain rugged air of fidelity","A Tale of Two Cities",26
"about him, which was new to the observation of Charles Darnay.","A Tale of Two Cities",26
"","A Tale of Two Cities",26
"He watched his opportunity of taking Darnay aside into a window, and of","A Tale of Two Cities",26
"speaking to him when no one overheard.","A Tale of Two Cities",26
"","A Tale of Two Cities",26
"“Mr. Darnay,” said Carton, “I wish we might be friends.”","A Tale of Two Cities",26
"","A Tale of Two Cities",26
"“We are already friends, I hope.”","A Tale of Two Cities",26
"","A Tale of Two Cities",26
"“You are good enough to say so, as a fashion of speech; but, I don’t","A Tale of Two Cities",26
"mean any fashion of speech. Indeed, when I say I wish we might be","A Tale of Two Cities",26
"friends, I scarcely mean quite that, either.”","A Tale of Two Cities",26
"","A Tale of Two Cities",26
"Charles Darnay--as was natural--asked him, in all good-humour and","A Tale of Two Cities",26
"good-fellowship, what he did mean?","A Tale of Two Cities",26
"","A Tale of Two Cities",26
"“Upon my life,” said Carton, smiling, “I find that easier to comprehend","A Tale of Two Cities",26
"in my own mind, than to convey to yours. However, let me try. You","A Tale of Two Cities",26
"remember a certain famous occasion when I was more drunk than--than","A Tale of Two Cities",26
"usual?”","A Tale of Two Cities",26
"","A Tale of Two Cities",26
"“I remember a certain famous occasion when you forced me to confess that","A Tale of Two Cities",26
"you had been drinking.”","A Tale of Two Cities",26
"","A Tale of Two Cities",26
"“I remember it too. The curse of those occasions is heavy upon me, for I","A Tale of Two Cities",26
"always remember them. I hope it may be taken into account one day,","A Tale of Two Cities",26
"when all days are at an end for me! Don’t be alarmed; I am not going to","A Tale of Two Cities",26
"preach.”","A Tale of Two Cities",26
"","A Tale of Two Cities",26
"“I am not at all alarmed. Earnestness in you, is anything but alarming","A Tale of Two Cities",26
"to me.”","A Tale of Two Cities",26
"","A Tale of Two Cities",26
"“Ah!” said Carton, with a careless wave of his hand, as if he waved that","A Tale of Two Cities",26
"away. “On the drunken occasion in question (one of a large number, as","A Tale of Two Cities",26
"you know), I was insufferable about liking you, and not liking you. I","A Tale of Two Cities",26
"wish you would forget it.”","A Tale of Two Cities",26
"","A Tale of Two Cities",26
"“I forgot it long ago.”","A Tale of Two Cities",26
"","A Tale of Two Cities",26
"“Fashion of speech again! But, Mr. Darnay, oblivion is not so easy to","A Tale of Two Cities",26
"me, as you represent it to be to you. I have by no means forgotten it,","A Tale of Two Cities",26
"and a light answer does not help me to forget it.”","A Tale of Two Cities",26
"","A Tale of Two Cities",26
"“If it was a light answer,” returned Darnay, “I beg your forgiveness","A Tale of Two Cities",26
"for it. I had no other object than to turn a slight thing, which, to my","A Tale of Two Cities",26
"surprise, seems to trouble you too much, aside. I declare to you, on the","A Tale of Two Cities",26
"faith of a gentleman, that I have long dismissed it from my mind. Good","A Tale of Two Cities",26
"Heaven, what was there to dismiss! Have I had nothing more important to","A Tale of Two Cities",26
"remember, in the great service you rendered me that day?”","A Tale of Two Cities",26
"","A Tale of Two Cities",26
"“As to the great service,” said Carton, “I am bound to avow to you, when","A Tale of Two Cities",26
"you speak of it in that way, that it was mere professional claptrap, I","A Tale of Two Cities",26
"don’t know that I cared what became of you, when I rendered it.--Mind! I","A Tale of Two Cities",26
"say when I rendered it; I am speaking of the past.”","A Tale of Two Cities",26
"","A Tale of Two Cities",26
"“You make light of the obligation,” returned Darnay, “but I will not","A Tale of Two Cities",26
"quarrel with _your_ light answer.”","A Tale of Two Cities",26
"","A Tale of Two Cities",26
"“Genuine truth, Mr. Darnay, trust me! I have gone aside from my purpose;","A Tale of Two Cities",26
"I was speaking about our being friends. Now, you know me; you know I am","A Tale of Two Cities",26
"incapable of all the higher and better flights of men. If you doubt it,","A Tale of Two Cities",26
"ask Stryver, and he’ll tell you so.”","A Tale of Two Cities",26
"","A Tale of Two Cities",26
"“I prefer to form my own opinion, without the aid of his.”","A Tale of Two Cities",26
"","A Tale of Two Cities",26
"“Well! At any rate you know me as a dissolute dog, who has never done","A Tale of Two Cities",26
"any good, and never will.”","A Tale of Two Cities",26
"","A Tale of Two Cities",26
"“I don’t know that you ‘never will.’”","A Tale of Two Cities",26
"","A Tale of Two Cities",26
"“But I do, and you must take my word for it. Well! If you could endure","A Tale of Two Cities",26
"to have such a worthless fellow, and a fellow of such indifferent","A Tale of Two Cities",26
"reputation, coming and going at odd times, I should ask that I might be","A Tale of Two Cities",26
"permitted to come and go as a privileged person here; that I might","A Tale of Two Cities",26
"be regarded as an useless (and I would add, if it were not for the","A Tale of Two Cities",26
"resemblance I detected between you and me, an unornamental) piece of","A Tale of Two Cities",26
"furniture, tolerated for its old service, and taken no notice of. I","A Tale of Two Cities",26
"doubt if I should abuse the permission. It is a hundred to one if I","A Tale of Two Cities",26
"should avail myself of it four times in a year. It would satisfy me, I","A Tale of Two Cities",26
"dare say, to know that I had it.”","A Tale of Two Cities",26
"","A Tale of Two Cities",26
"“Will you try?”","A Tale of Two Cities",26
"","A Tale of Two Cities",26
"“That is another way of saying that I am placed on the footing I have","A Tale of Two Cities",26
"indicated. I thank you, Darnay. I may use that freedom with your name?”","A Tale of Two Cities",26
"","A Tale of Two Cities",26
"“I think so, Carton, by this time.”","A Tale of Two Cities",26
"","A Tale of Two Cities",26
"They shook hands upon it, and Sydney turned away. Within a minute","A Tale of Two Cities",26
"afterwards, he was, to all outward appearance, as unsubstantial as ever.","A Tale of Two Cities",26
"","A Tale of Two Cities",26
"When he was gone, and in the course of an evening passed with Miss","A Tale of Two Cities",26
"Pross, the Doctor, and Mr. Lorry, Charles Darnay made some mention of","A Tale of Two Cities",26
"this conversation in general terms, and spoke of Sydney Carton as a","A Tale of Two Cities",26
"problem of carelessness and recklessness. He spoke of him, in short, not","A Tale of Two Cities",26
"bitterly or meaning to bear hard upon him, but as anybody might who saw","A Tale of Two Cities",26
"him as he showed himself.","A Tale of Two Cities",26
"","A Tale of Two Cities",26
"He had no idea that this could dwell in the thoughts of his fair young","A Tale of Two Cities",26
"wife; but, when he afterwards joined her in their own rooms, he found","A Tale of Two Cities",26
"her waiting for him with the old pretty lifting of the forehead strongly","A Tale of Two Cities",26
"marked.","A Tale of Two Cities",26
"","A Tale of Two Cities",26
"“We are thoughtful to-night!” said Darnay, drawing his arm about her.","A Tale of Two Cities",26
"","A Tale of Two Cities",26
"“Yes, dearest Charles,” with her hands on his breast, and the inquiring","A Tale of Two Cities",26
"and attentive expression fixed upon him; “we are rather thoughtful","A Tale of Two Cities",26
"to-night, for we have something on our mind to-night.”","A Tale of Two Cities",26
"","A Tale of Two Cities",26
"“What is it, my Lucie?”","A Tale of Two Cities",26
"","A Tale of Two Cities",26
"“Will you promise not to press one question on me, if I beg you not to","A Tale of Two Cities",26
"ask it?”","A Tale of Two Cities",26
"","A Tale of Two Cities",26
"“Will I promise? What will I not promise to my Love?”","A Tale of Two Cities",26
"","A Tale of Two Cities",26
"What, indeed, with his hand putting aside the golden hair from the","A Tale of Two Cities",26
"cheek, and his other hand against the heart that beat for him!","A Tale of Two Cities",26
"","A Tale of Two Cities",26
"“I think, Charles, poor Mr. Carton deserves more consideration and","A Tale of Two Cities",26
"respect than you expressed for him to-night.”","A Tale of Two Cities",26
"","A Tale of Two Cities",26
"“Indeed, my own? Why so?”","A Tale of Two Cities",26
"","A Tale of Two Cities",26
"“That is what you are not to ask me. But I think--I know--he does.”","A Tale of Two Cities",26
"","A Tale of Two Cities",26
"“If you know it, it is enough. What would you have me do, my Life?”","A Tale of Two Cities",26
"","A Tale of Two Cities",26
"“I would ask you, dearest, to be very generous with him always, and very","A Tale of Two Cities",26
"lenient on his faults when he is not by. I would ask you to believe that","A Tale of Two Cities",26
"he has a heart he very, very seldom reveals, and that there are deep","A Tale of Two Cities",26
"wounds in it. My dear, I have seen it bleeding.”","A Tale of Two Cities",26
"","A Tale of Two Cities",26
"“It is a painful reflection to me,” said Charles Darnay, quite","A Tale of Two Cities",26
"astounded, “that I should have done him any wrong. I never thought this","A Tale of Two Cities",26
"of him.”","A Tale of Two Cities",26
"","A Tale of Two Cities",26
"“My husband, it is so. I fear he is not to be reclaimed; there is","A Tale of Two Cities",26
"scarcely a hope that anything in his character or fortunes is reparable","A Tale of Two Cities",26
"now. But, I am sure that he is capable of good things, gentle things,","A Tale of Two Cities",26
"even magnanimous things.”","A Tale of Two Cities",26
"","A Tale of Two Cities",26
"She looked so beautiful in the purity of her faith in this lost man,","A Tale of Two Cities",26
"that her husband could have looked at her as she was for hours.","A Tale of Two Cities",26
"","A Tale of Two Cities",26
"“And, O my dearest Love!” she urged, clinging nearer to him, laying her","A Tale of Two Cities",26
"head upon his breast, and raising her eyes to his, “remember how strong","A Tale of Two Cities",26
"we are in our happiness, and how weak he is in his misery!”","A Tale of Two Cities",26
"","A Tale of Two Cities",26
"The supplication touched him home. “I will always remember it, dear","A Tale of Two Cities",26
"Heart! I will remember it as long as I live.”","A Tale of Two Cities",26
"","A Tale of Two Cities",26
"He bent over the golden head, and put the rosy lips to his, and folded","A Tale of Two Cities",26
"her in his arms. If one forlorn wanderer then pacing the dark streets,","A Tale of Two Cities",26
"could have heard her innocent disclosure, and could have seen the drops","A Tale of Two Cities",26
"of pity kissed away by her husband from the soft blue eyes so loving of","A Tale of Two Cities",26
"that husband, he might have cried to the night--and the words would not","A Tale of Two Cities",26
"have parted from his lips for the first time--","A Tale of Two Cities",26
"","A Tale of Two Cities",26
"“God bless her for her sweet compassion!”","A Tale of Two Cities",26
"","A Tale of Two Cities",26
"","A Tale of Two Cities",26
"","A Tale of Two Cities",26
"","A Tale of Two Cities",26
"CHAPTER VI.","A Tale of Two Cities",36
"Triumph","A Tale of Two Cities",36
"","A Tale of Two Cities",36
"","A Tale of Two Cities",36
"The dread tribunal of five Judges, Public Prosecutor, and determined","A Tale of Two Cities",36
"Jury, sat every day. Their lists went forth every evening, and were","A Tale of Two Cities",36
"read out by the gaolers of the various prisons to their prisoners. The","A Tale of Two Cities",36
"standard gaoler-joke was, “Come out and listen to the Evening Paper, you","A Tale of Two Cities",36
"inside there!”","A Tale of Two Cities",36
"","A Tale of Two Cities",36
"“Charles Evrémonde, called Darnay!”","A Tale of Two Cities",36
"","A Tale of Two Cities",36
"So at last began the Evening Paper at La Force.","A Tale of Two Cities",36
"","A Tale of Two Cities",36
"When a name was called, its owner stepped apart into a spot reserved","A Tale of Two Cities",36
"for those who were announced as being thus fatally recorded. Charles","A Tale of Two Cities",36
"Evrémonde, called Darnay, had reason to know the usage; he had seen","A Tale of Two Cities",36
"hundreds pass away so.","A Tale of Two Cities",36
"","A Tale of Two Cities",36
"His bloated gaoler, who wore spectacles to read with, glanced over them","A Tale of Two Cities",36
"to assure himself that he had taken his place, and went through the","A Tale of Two Cities",36
"list, making a similar short pause at each name. There were twenty-three","A Tale of Two Cities",36
"names, but only twenty were responded to; for one of the prisoners so","A Tale of Two Cities",36
"summoned had died in gaol and been forgotten, and two had already been","A Tale of Two Cities",36
"guillotined and forgotten. The list was read, in the vaulted chamber","A Tale of Two Cities",36
"where Darnay had seen the associated prisoners on the night of his","A Tale of Two Cities",36
"arrival. Every one of those had perished in the massacre; every human","A Tale of Two Cities",36
"creature he had since cared for and parted with, had died on the","A Tale of Two Cities",36
"scaffold.","A Tale of Two Cities",36
"","A Tale of Two Cities",36
"There were hurried words of farewell and kindness, but the parting was","A Tale of Two Cities",36
"soon over. It was the incident of every day, and the society of La Force","A Tale of Two Cities",36
"were engaged in the preparation of some games of forfeits and a little","A Tale of Two Cities",36
"concert, for that evening. They crowded to the grates and shed tears","A Tale of Two Cities",36
"there; but, twenty places in the projected entertainments had to be","A Tale of Two Cities",36
"refilled, and the time was, at best, short to the lock-up hour, when the","A Tale of Two Cities",36
"common rooms and corridors would be delivered over to the great dogs","A Tale of Two Cities",36
"who kept watch there through the night. The prisoners were far from","A Tale of Two Cities",36
"insensible or unfeeling; their ways arose out of the condition of the","A Tale of Two Cities",36
"time. Similarly, though with a subtle difference, a species of fervour","A Tale of Two Cities",36
"or intoxication, known, without doubt, to have led some persons to","A Tale of Two Cities",36
"brave the guillotine unnecessarily, and to die by it, was not mere","A Tale of Two Cities",36
"boastfulness, but a wild infection of the wildly shaken public mind. In","A Tale of Two Cities",36
"seasons of pestilence, some of us will have a secret attraction to the","A Tale of Two Cities",36
"disease--a terrible passing inclination to die of it. And all of us have","A Tale of Two Cities",36
"like wonders hidden in our breasts, only needing circumstances to evoke","A Tale of Two Cities",36
"them.","A Tale of Two Cities",36
"","A Tale of Two Cities",36
