"Date","Site1","Site2","Site3","Site4","Site5","Site6"
2016-04-13,52.9,21.7,50.8,55.6,57,19.4
2016-04-14,59.6,17.5,37.8,55,56.6,19.3
2016-04-15,39.3,21.1,46.2,53.4,65.7,19.1
2016-04-16,42.6,16.2,33.8,53.1,60.1,19.2
2016-04-17,47.5,25.6,51.6,57.7,51.9,19.2
2016-04-18,50.3,21.7,56.1,46.3,65.9,19.2
2016-04-19,52.6,20.1,55.4,57.6,54.9,19.3
2016-04-20,50.4,20.5,50.6,60.1,63.6,19.3
2016-04-21,42.5,14.9,46.8,48.7,53.7,19.1
2016-04-22,49.9,22.4,44.6,50.5,52.1,19
2016-04-23,55.4,25.9,55.1,60.8,54.2,19.4
2016-04-24,24.5,16,38.8,49.6,45.7,19.1
2016-04-25,57.8,22.1,48.3,58.3,59.1,19.4
2016-04-26,44.4,20.4,39.6,54.8,40.3,19.2
2016-04-27,51.4,23.6,37.7,51.1,47.9,19.1
2016-04-28,55.5,20,46.1,46,64.5,19.2
2016-04-29,61.1,20.5,37.2,56,62.2,19.3
2016-04-30,49.9,24.6,50.2,54.8,44.4,19.1
2016-05-01,37.4,19,46.5,59.5,62.9,19.2
2016-05-02,32.1,20.8,38,45.6,51,19.2
2016-05-03,47.7,22.7,45.9,58.9,61.6,19.2
2016-05-04,43.4,17.2,29.9,52.4,65.4,19.2
2016-05-05,44,17.4,30.2,48.9,47.3,19
2016-05-06,53.2,19.7,51.9,55.2,52.8,19
2016-05-07,46.1,26.5,41.2,50.8,55,19.3
2016-05-08,44.9,13.2,39.1,49.4,37.3,19
2016-05-09,48.6,21.7,40.5,55.5,66.8,19.3
2016-05-10,41.4,13.6,31.7,60.3,54.5,19
2016-05-11,46.2,20.7,35,57.5,60.6,19.1
2016-05-12,51.4,16.8,40.8,55,52.8,19.2
2016-05-13,46.3,20.2,43,53.1,49.9,19
2016-05-14,45.6,22.2,46.2,48.1,50.2,19
2016-05-15,54.3,19,46.7,57.9,53,19.2
2016-05-16,41.7,22.1,50.1,61.6,54.3,19
2016-05-17,51.7,21.3,45.6,51.5,51.2,19
2016-05-18,51.4,18.5,39.3,61.8,56,19.2
2016-05-19,54.3,20.2,36.7,55.6,58.5,19
2016-05-20,40.6,22.6,45.3,42.3,64.3,18.8
2016-05-21,65.3,21.6,46.3,57.1,44,19.1
2016-05-22,40.4,21.8,34.2,58.1,51.2,19
2016-05-23,44.4,18.1,37.4,51.8,46.3,19.1
2016-05-24,43.9,19.4,40.9,50.3,54.9,19
2016-05-25,49.1,14.6,42.4,54.2,48.5,19
2016-05-26,54.5,21.1,43.6,55.2,36,19
2016-05-27,38.4,18.6,30.9,50.9,42.5,19
2016-05-28,58.4,21.1,48.6,48.7,48.4,18.9
2016-05-29,38.8,16.1,43.6,52.4,48.7,18.9
2016-05-30,50,11.1,34.1,55.5,39.4,19
2016-05-31,33.5,18.6,39.1,51.9,57.2,19
2016-06-01,47.7,24.1,34.5,50.7,58.2,18.9
2016-06-02,43.5,22.2,43.6,53.8,58.6,18.9
2016-06-03,48.4,17.9,28.3,47.9,43.6,18.8
2016-06-04,44.8,20.8,33.2,52.4,36.6,18.8
2016-06-05,51.7,18.1,36.5,56.5,57.1,18.9
2016-06-06,50.1,19.1,40.5,51,46.6,18.6
2016-06-07,42.1,19.5,44.8,51.7,54.9,18.9
2016-06-08,49.7,25.2,42.4,56.6,60,19
2016-06-09,42,15.8,24,43.9,45.3,19
2016-06-10,56.2,21.3,48.3,50.5,57.6,18.9
2016-06-11,40.7,15.2,32.5,46.7,60.3,18.8
2016-06-12,33.9,19.2,42,49.5,59.1,18.8
2016-06-13,41.5,22.2,49.5,51.1,56.3,18.8
2016-06-14,45.8,16.1,35.9,49.5,37.1,18.7
2016-06-15,35.5,19.6,43.6,51.1,56.8,18.8
2016-06-16,36.2,21.2,25.3,50.7,58.7,18.7
2016-06-17,47.2,22.5,43.2,49.7,49.2,18.7
2016-06-18,38.7,19.8,47.3,44.6,38.7,18.8
2016-06-19,49.3,23.5,40.5,50.2,41.3,18.9
2016-06-20,44.7,20.8,34.9,49.2,48.3,18.8
2016-06-21,42.6,23.5,42,54,59,18.8
2016-06-22,48,20.1,46.1,59.1,48.6,18.9
2016-06-23,53.1,20.9,42.4,59.8,50.4,18.9
2016-06-24,50.2,16.7,44.4,51.7,39.3,19
2016-06-25,36,17,28.2,52.3,39.6,18.9
2016-06-26,40.3,20.1,42.5,47.5,43,18.8
2016-06-27,44.8,16.8,36.9,44.6,45,18.9
2016-06-28,39.1,20.2,28.5,50.3,48.4,18.8
2016-06-29,50.3,21.9,44.8,54.4,53.6,19
2016-06-30,33.3,15.2,30.1,47.4,41.3,18.7
2016-07-01,44.6,22.1,40.8,46.2,46.8,19
2016-07-02,63.3,23.3,45.3,53.2,48.5,19.2
2016-07-03,32.8,23.2,40.2,55.7,51.1,18.7
2016-07-04,56.8,13.9,47.6,50,48.7,19
2016-07-05,44.8,18.7,31.1,47.3,41.9,18.8
2016-07-06,51.5,19.6,38.2,50,56.6,19
2016-07-07,45.1,19.3,36,55.2,50.8,19
2016-07-08,48.2,21,31.6,53.2,35.9,19
2016-07-09,43.3,25.3,38.9,55,64.8,18.9
2016-07-10,32.3,20.2,32,45.1,53.4,18.8
2016-07-11,46,20.2,42.2,50.1,57.4,19.1
2016-07-12,58.8,19.1,50.9,48.1,64.9,18.8
2016-07-13,48.8,15.1,40,50.4,61,18.6
2016-07-14,47,20.6,33.4,52,50.9,18.9
2016-07-15,48.5,21.5,34,61.7,59.1,18.8
2016-07-16,41.6,20.1,42.7,52,56.1,19.2
2016-07-17,26.7,19,41.3,46,59.4,18.9
2016-07-18,47.5,20.3,40.6,56.9,38.1,18.9
2016-07-19,55.9,20.7,45.2,49.3,60,19
2016-07-20,33.7,20.2,47.2,52.6,50,18.8
2016-07-21,50,15,32.5,46.4,61,18.8
2016-07-22,44.4,21.6,45.3,52.7,46.7,18.9
2016-07-23,44.9,23.8,40.6,52.6,61.2,19
2016-07-24,42.3,15.8,45.3,49.5,43.3,18.8
2016-07-25,43.5,21.6,35.8,41,55.2,18.9
2016-07-26,47.6,23.7,37,59,50.6,19
2016-07-27,44.9,21.4,39.5,48.5,68.3,19.2
2016-07-28,49.3,18.7,44.6,49.3,61.7,19
2016-07-29,45.7,15.9,40.1,43.1,43.7,18.9
2016-07-30,51.4,21.2,55,55.1,64,19.1
2016-07-31,43.7,13.5,30,46,38.5,18.8
2016-08-01,41.9,18.8,34.5,47.2,31.6,19
2016-08-02,42.6,20.1,34,49.5,50.6,18.8
2016-08-03,48.5,17.1,47.2,54.1,57.2,18.9
2016-08-04,57.7,23.7,55.2,59.2,63,18.9
2016-08-05,48.3,18.9,49.1,46.6,62.3,19
2016-08-06,36.6,19.1,49.3,50.7,31.9,18.8
2016-08-07,31.2,18.7,30.9,52.1,33.6,18.8
2016-08-08,41.3,12.8,22,50.8,45.7,18.6
2016-08-09,38.4,18.4,39.3,52.8,51.4,18.8
2016-08-10,NA,18.3,43.6,48.7,49.1,19
2016-08-11,NA,22.6,41.9,49.5,68.3,18.7
2016-08-12,NA,19.1,38.4,49.2,64.2,18.9
2016-08-13,NA,16.7,49.6,53.2,61.2,19
2016-08-14,NA,27.4,42.1,48.5,61.4,19
2016-08-15,NA,21.4,41.5,55.2,53.7,18.9
2016-08-16,NA,17.8,28.7,48.5,40.8,18.6
2016-08-17,NA,23.6,50.2,55.3,56.1,18.9
2016-08-18,NA,25.1,45.3,54.3,66,19.1
2016-08-19,NA,18.5,51.9,60,65.3,19
2016-08-20,NA,14.6,30.2,51.3,40.3,18.9
2016-08-21,NA,22.2,52.8,48.6,65.9,19.1
2016-08-22,52.5,24,47.2,53.8,39.6,18.9
2016-08-23,54.6,23.5,50.3,55.3,63.4,19.2
2016-08-24,44.2,17.2,39.1,45.5,48.1,18.9
2016-08-25,46.3,16,45.1,47,45.2,18.8
2016-08-26,53.4,18.2,42.7,58.2,59,18.9
2016-08-27,50.9,21.9,46.1,54.9,54.2,18.9
2016-08-28,33.6,27.6,29.9,55.1,44.9,19.1
2016-08-29,48.4,26,56.1,53.7,54.1,19
2016-08-30,47.3,22,44.5,52.3,47.6,19
2016-08-31,44.6,17.8,43.6,51.5,55.5,19
2016-09-01,49.6,21.3,53.6,57.3,55,19.2
2016-09-02,47,28.2,49.3,52.9,71.8,19.1
2016-09-03,49.7,26.3,39.8,55.4,51,19.1
2016-09-04,55.2,25.8,43,62.3,65.5,19.1
2016-09-05,51.9,19.5,45.6,53.1,63.2,19.2
2016-09-06,59.4,15.7,53,58.7,67.1,19.3
2016-09-07,56,19,45.2,49.7,51.6,19.1
2016-09-08,44,23.3,49.1,52.4,46.5,19
2016-09-09,48.2,17.6,55.6,51.5,68.9,19.2
2016-09-10,50.1,15.7,38.5,50.6,57.9,19.1
2016-09-11,49.9,16.4,38.9,49.5,45.7,19.1
2016-09-12,40.4,19.4,48.1,51.2,56,19.1
2016-09-13,47.7,22.9,44.7,57.5,64,19.2
2016-09-14,37.6,19.5,29,51.5,47.7,19.1
2016-09-15,44.5,15,43.9,49.9,55.9,19.2
2016-09-16,41.2,24.5,42.8,50,58,19.2
2016-09-17,55,23.4,48.4,59.7,60.2,19.3
2016-09-18,45,19.2,54.6,60.3,56.3,19.3
2016-09-19,50.2,19.9,43.9,55.7,74.8,19
2016-09-20,41,23.5,47.4,57.7,62.5,19.2
2016-09-21,38.5,21.4,27.6,59.4,58.3,19.3
2016-09-22,42.7,20.2,42.8,45.6,50.1,19.2
2016-09-23,58.7,24.6,43.7,69.9,68.1,19.3
2016-09-24,41.1,24.4,50.1,53.4,64.8,19.3
2016-09-25,53.9,24.2,57.9,52.8,58.1,19
2016-09-26,51,23.2,37.9,54.6,62,19.1
2016-09-27,50.8,21.2,31.6,51.9,54.4,19.2
2016-09-28,48.3,17,49.5,63.1,52.8,19.2
2016-09-29,52.7,22.8,47,55.9,52.1,19.2
2016-09-30,53.4,20.5,49.5,55.4,59.4,19.1
2016-10-01,44.6,21.5,46.1,57.2,64,19.2
2016-10-02,48.5,20.3,48.9,57.6,63.5,19.2
2016-10-03,57.3,26.9,44,62.6,70.4,19.2
2016-10-04,60.5,22.9,51.7,54,60.2,19.3
2016-10-05,50,18.7,43.7,49.7,59.9,19.3
2016-10-06,55.5,16.3,37.5,54.6,57.6,18.9
2016-10-07,60.3,29.8,46.1,58.7,60.3,19.4
2016-10-08,55.8,24.7,49.5,52,71,19.4
2016-10-09,55,28.9,59.7,60.5,66.6,19.4
2016-10-10,54.7,22.5,45.7,54.7,61.3,19.2
2016-10-11,44.6,21.8,45.1,57.2,60.8,19.2
2016-10-12,62.7,19.9,42,65.9,45.6,19.4
2016-10-13,57,27.6,52.9,55.4,55.2,19.4
2016-10-14,59.3,28,55.9,50.3,66,19.2
2016-10-15,52.1,16.9,40.1,57.5,52.9,19
2016-10-16,39.6,24.1,50.5,54.8,64.1,19.1
2016-10-17,43,19.8,52.9,47.3,59.8,19.1
2016-10-18,60.2,23.2,47.6,55.1,57.1,19.1
2016-10-19,59.3,26.3,62.4,58.8,68.9,19.2
2016-10-20,56.1,26.8,56,61.7,72.2,19.3
2016-10-21,67.6,24.2,57,64.2,66.3,19.2
2016-10-22,47.9,19.9,60.6,57.2,68.4,19.2
2016-10-23,38.2,22.6,39.8,56.7,59,19.2
2016-10-24,61.8,24.8,59.1,56.1,63.2,19.3
2016-10-25,53.5,28.4,54.3,59.7,68,19.1
2016-10-26,59.4,23.4,46.6,59.5,54.1,19.3
2016-10-27,48.7,23.9,56.8,59,62.8,19.2
2016-10-28,46.1,23.1,58.1,58.4,60.8,19.2
2016-10-29,56,20.8,50.7,61.1,59.4,19.4
2016-10-30,57.8,19,47.2,50,64.2,19.3
2016-10-31,51.1,27.6,41.8,57,67.9,19.3
2016-11-01,61.8,15.2,50.6,52.9,50,18.9
2016-11-02,56.4,22.7,66.1,61.2,67.5,19.5
2016-11-03,46.4,19.8,53.5,50.9,58.9,18.9
2016-11-04,52.1,25.5,59.6,60.8,76,19.2
2016-11-05,69.1,35.6,52.5,64.5,70.1,19.1
2016-11-06,51.6,25.6,46.7,49,61.1,19.1
2016-11-07,73.7,28.7,59.2,64,77,19.2
2016-11-08,57.7,25,47.7,69,59.3,19.2
2016-11-09,60.7,25.3,40.1,60.1,59.6,19.2
2016-11-10,41,17.1,36.4,48.2,51.2,18.9
2016-11-11,61.2,25.2,40.8,57.9,67.9,19.3
2016-11-12,61.1,25.6,66.9,63.1,71.9,19.3
2016-11-13,47.5,27.6,49.7,57.1,50.4,19.1
2016-11-14,44.8,20.5,43.5,60.6,60.1,19
2016-11-15,44.5,25.5,42.2,67.2,55,19.1
2016-11-16,43.7,28,35.7,54.1,62.4,19.1
2016-11-17,NA,25.5,60.1,63.7,46,19.2
2016-11-18,NA,23.3,62.4,48.9,54.6,19.1
2016-11-19,NA,15.1,40.5,47.7,48.5,19.1
2016-11-20,NA,26.6,52.5,60,80.5,19.3
2016-11-21,NA,27.4,49.5,58.1,65.2,19.1
2016-11-22,NA,31.1,53.7,60.8,64.4,19.3
2016-11-23,NA,27.6,52.9,59.6,69.7,19.3
2016-11-24,NA,23.3,53.2,65.7,64.9,19.3
2016-11-25,NA,23.4,59.1,63.2,75.9,19.1
2016-11-26,NA,25.9,45.7,54.3,61.8,18.9
2016-11-27,NA,27,50.8,58.5,47.4,19.2
2016-11-28,NA,24.5,55,56.6,74.6,19.3
2016-11-29,NA,25.9,52.4,62.5,77.5,19.4
2016-11-30,NA,25.5,39.6,57.8,73.1,19.3
2016-12-01,NA,27.2,41.6,58.6,65.4,19.3
2016-12-02,77.6,30,69.7,68.7,70.4,19.5
2016-12-03,60.8,28.9,61.1,63.8,87.5,19.5
2016-12-04,58.8,26,42.1,55.4,65,19.4
2016-12-05,57.4,27.1,61,57.2,68.8,19.5
2016-12-06,53.7,25.2,47.1,50.9,63.1,19.2
2016-12-07,62.5,22.9,57.2,62.4,68.3,19.4
2016-12-08,62.3,27,46.9,62,77.7,19.2
2016-12-09,57.8,19.4,55.7,62.1,84.1,19.5
2016-12-10,60.6,25.6,45.6,69.5,63.4,19.7
2016-12-11,58.8,24.6,55.5,56.5,60.9,19.3
2016-12-12,58.6,29.2,53.6,65.8,67.2,19.8
2016-12-13,55.2,25.1,53,60.5,83.6,19.5
2016-12-14,59.8,25.9,59.1,58.4,57.7,19.6
2016-12-15,74.3,29.4,58.5,64.5,82.9,19.4
2016-12-16,50.9,27.5,58.6,65.9,81.3,19.6
2016-12-17,61.3,20.5,50.6,54.2,68.3,19.3
2016-12-18,67.6,29.3,52.6,65.2,74.4,19.3
2016-12-19,54.2,26.8,53,53.2,72.6,19.4
2016-12-20,67.1,27.1,59,56.1,65.9,19.4
2016-12-21,52.6,25.5,53.2,65.9,55.4,19.4
2016-12-22,68.7,27.3,51,61.9,75.4,19.4
2016-12-23,50.6,22.9,57.2,59.7,69.2,19.4
2016-12-24,NA,22.6,42.9,51.5,67.1,19.1
2016-12-25,NA,28.2,57.5,58.6,73.3,19.5
2016-12-26,NA,23.4,56.1,61.3,73.8,19.4
2016-12-27,NA,26.2,52.5,59,63,19.5
2016-12-28,NA,25.7,52.2,NA,56.1,19.4
2016-12-29,NA,24.2,56.4,NA,70.1,19.4
2016-12-30,NA,17.7,56.1,NA,77.3,19.3
2016-12-31,NA,27.5,60.4,NA,69.8,19.5
2017-01-01,55.7,19.5,42.9,NA,61.9,19.3
2017-01-02,66,23.4,56.9,NA,72.9,19.6
2017-01-03,63.1,27.7,28.7,NA,51.4,19.3
2017-01-04,63.3,26.7,58,NA,62.6,19.4
2017-01-05,62.4,25.5,51.9,NA,78.5,19.6
2017-01-06,59.9,28.7,61.9,60.5,68.1,19.4
2017-01-07,52,23.9,53,58.4,66.9,19.5
2017-01-08,58,24.2,56.2,54.4,56.6,19.4
2017-01-09,55.8,18.7,42,59.6,57.7,19.5
2017-01-10,60.4,30.4,52.3,69.5,51.9,19.6
2017-01-11,49.1,26.7,57.9,56.8,68.1,19.4
2017-01-12,48.3,21.2,48.1,61.3,68.3,19.6
2017-01-13,69.4,28.5,59.1,68,74.8,19.6
2017-01-14,46,24.4,46,56.5,70.6,19.3
2017-01-15,60.6,23.7,61.3,59.8,56.6,19.6
2017-01-16,64.8,25,58.2,57.5,80.6,19.7
2017-01-17,56.3,24.3,50.7,63.5,74.3,19.5
2017-01-18,59.1,27.7,58.7,63.4,66.2,19.6
2017-01-19,55.7,26.5,54.8,61.7,77,19.6
2017-01-20,45.7,19.7,57.1,60.8,68.6,19.5
2017-01-21,59.5,27.1,56.4,58.9,71,19.5
2017-01-22,48.1,24,50.3,69.1,65.2,19.6
2017-01-23,66.7,26.5,51.3,65.3,79.5,19.7
2017-01-24,64.2,29.1,67.2,67.9,83.9,19.7
2017-01-25,58.4,23,50.3,63.5,61.1,19.7
2017-01-26,64.5,23,53.7,56.3,78.9,19.5
2017-01-27,49.2,22.5,46.2,66,74.3,19.5
2017-01-28,60.6,26.8,42.8,55.9,52.4,19.6
2017-01-29,53.8,20.1,38.8,48.4,57.6,19.4
2017-01-30,52,22.5,47.7,58,54,19.7
2017-01-31,55.6,31.8,48.8,64.7,66.2,19.6
2017-02-01,58.8,25.5,42.6,62.2,63.4,19.5
2017-02-02,66.2,26.1,49,61.4,82.1,19.7
2017-02-03,49.6,26.5,53.1,59,53.8,19.7
2017-02-04,63.6,18.7,50.8,64.7,72.8,19.5
2017-02-05,66.5,24,50.2,53.3,64.8,19.5
2017-02-06,66.1,24.4,51.7,54.7,56.7,19.6
2017-02-07,49.5,22.8,54.5,61.6,56.8,19.4
2017-02-08,47.6,20,47.7,59.5,55.7,19.7
2017-02-09,57.9,25.4,47.2,57.8,68.8,19.5
2017-02-10,71.8,28.6,59.7,60.2,53.3,19.6
2017-02-11,62.9,24.9,45,56.5,72.5,19.6
2017-02-12,41.5,22.1,33.9,53.9,66.2,19.3
2017-02-13,54.3,23.3,61.1,46.5,72.6,19.4
2017-02-14,51.3,25.3,44.4,52.9,63.8,19.3
2017-02-15,49.4,25.7,48.8,55.5,63,19.4
2017-02-16,60,26.7,50.7,57.5,62.5,19.6
2017-02-17,52.6,28.4,53.4,62,70.8,19.7
2017-02-18,41,20.4,36.1,55.2,66.8,19.3
2017-02-19,61.9,25.9,51.3,58.5,76.1,19.5
2017-02-20,50.2,27.4,60.9,58.2,69.2,19.5
2017-02-21,49.9,20.9,38.8,50.9,53.7,19.5
2017-02-22,48,24.9,65.1,67.4,79,19.5
2017-02-23,49.1,23.5,47.6,55.1,54.6,19.6
2017-02-24,52.7,21,55.9,56,52.3,19.4
2017-02-25,47.6,24.1,41.9,57.4,51.4,19.3
2017-02-26,56.2,16.6,39.4,58.2,54.8,19.4
2017-02-27,76.3,26.9,55,64.6,84.4,19.5
2017-02-28,54.2,22.4,51.1,54.5,64.5,19.5
2017-03-01,70.9,23.4,61.1,58.1,56,19.4
2017-03-02,34.4,22.7,57.6,53.1,64.9,19.6
2017-03-03,59.2,22,59.5,63,68.6,19.9
2017-03-04,68.6,23.8,58.4,63.9,72.3,19.6
2017-03-05,60.6,22,54.1,56.4,74.9,19.6
2017-03-06,47.1,19.2,42.2,57.1,55.1,19.7
2017-03-07,49.8,22.6,47.2,56.4,49.8,19.4
2017-03-08,50.5,25.5,55.9,58.9,59.1,19.4
2017-03-09,58.2,21.3,51.7,61.7,63.9,19.4
2017-03-10,45,21.4,60.4,57.6,62.8,19.2
2017-03-11,64.1,20.3,42.2,49.7,64.5,19.4
2017-03-12,47.4,25.8,46.1,55.1,58.7,19.5
2017-03-13,47.3,26.4,55.8,61.7,55.9,19.5
2017-03-14,44.2,20.9,46,61.4,53.9,19.5
2017-03-15,37.9,16.7,38.2,56.4,60.6,19.3
2017-03-16,53,19.4,62,58.6,58.2,19.6
2017-03-17,56.5,26.3,48,63.7,67.3,19.2
2017-03-18,49.9,22.9,46.1,56.3,61.9,19.3
2017-03-19,54.4,22.3,41.8,66.9,54.5,19.3
2017-03-20,48.4,25.8,46.2,53.4,62.3,19.3
2017-03-21,48.7,21.1,44.9,57.7,57.6,19.2
2017-03-22,63.9,26.2,48.6,58.2,58.6,19.5
2017-03-23,42.2,20.3,37.9,51.5,54.9,19.2
2017-03-24,44,18.8,42.4,53.6,55,19.3
2017-03-25,54.8,24.2,46.8,55.2,68.7,19.2
2017-03-26,58,22.7,64.7,63.9,57.6,19.2
2017-03-27,49,25.9,50.3,54.6,58.7,19.2
2017-03-28,57.9,24.1,46.4,59,61.5,19.5
2017-03-29,43.2,27.4,59,65.9,63.2,19.4
2017-03-30,32.2,20.5,43,53.1,63.1,19.3
2017-03-31,40.9,16.5,33,53.9,66.5,19.4
2017-04-01,52.9,17.5,59.5,50.6,57,19.5
2017-04-02,53.6,24.2,59.5,52.6,61.9,19.2
2017-04-03,48.3,21.9,44.5,53.7,46.7,19.3
2017-04-04,44.8,22.7,35.2,49.1,64.8,19.3
2017-04-05,58.3,26.7,60,57.1,58.9,19.5
2017-04-06,38.4,17.7,48.1,56.3,61.1,19.5
2017-04-07,39.7,18.7,40.8,52.3,45.7,19.3
2017-04-08,36.8,19.4,31.1,49.9,61.7,19.5
2017-04-09,48.3,21.7,44.5,49.1,62.4,19.4
2017-04-10,58.4,22.1,52.7,58.2,66.4,19.5
2017-04-11,48.6,17,35.1,50.8,56.1,19.3
2017-04-12,53.2,20.9,47,41.9,47.3,19.2
2017-04-13,45.5,18.7,46.8,60.1,67.8,19.4
2017-04-14,51.8,20.6,50.1,58,66.4,19.4
2017-04-15,53.7,26.4,46.5,59.3,67,19.5
2017-04-16,62.8,26.9,47.6,58.2,57.2,19.5
2017-04-17,41.9,19,37.1,43.9,69.4,19.4
2017-04-18,44,23.7,44.6,52.8,51.1,19.3
2017-04-19,56.3,16.8,26.6,53.8,58,19.3
2017-04-20,51.2,21.5,43,50.9,62.8,19.2
2017-04-21,51.8,18.6,39.4,52.3,43.7,19.2
2017-04-22,53.5,23.6,47.5,60.8,56.2,19.6
2017-04-23,33.2,15.6,36.6,47.8,54.5,19.4
2017-04-24,40.4,24.1,43.7,54.7,68.5,19.1
2017-04-25,52.2,20.4,41.7,62.9,54.7,19.3
2017-04-26,50.6,18.7,51,57.6,55.3,19.3
2017-04-27,47.7,17.9,45.8,54.6,48,19.1
2017-04-28,42,21.5,38.8,43.9,42.5,19.4
2017-04-29,42.7,15.9,47.4,57.7,60.6,19.5
2017-04-30,53.3,21.7,39.6,54.2,32.1,19.3
2017-05-01,43.7,22.5,45.6,59.2,63.4,19.2
2017-05-02,55.6,22.2,52.6,61.1,64.5,19.5
2017-05-03,44.2,13.9,41.9,44.1,44.4,19.4
2017-05-04,61,28.1,42.4,55.5,65.8,19.4
2017-05-05,46.8,19.7,36,58.2,70.6,19.4
2017-05-06,48.9,21.7,46.6,58.8,63.8,19.6
2017-05-07,48.8,12.6,49.8,50.6,53.6,19.4
2017-05-08,35.8,18.6,35.2,55.3,53.2,19.3
2017-05-09,43.8,15.5,45.7,54.4,58.9,19.6
2017-05-10,41.3,17.7,27,52,32.2,19.3
2017-05-11,34.5,17.9,44,53,50.9,19.4
2017-05-12,32.6,15.8,44.1,51.9,36,19.5
2017-05-13,38.5,18.5,40.4,51.5,51,19.3
2017-05-14,37.1,16.6,31.3,52.9,40.6,19.1
2017-05-15,45.8,19.7,33.7,54.4,47,19.3
2017-05-16,58.4,19.9,39.1,56,46.8,19.5
2017-05-17,48.2,16,39.3,54.1,52.2,19.3
2017-05-18,44.3,22.5,41.1,51.3,63.4,19.6
2017-05-19,41.7,22.3,41,52.8,42.8,19.4
2017-05-20,45.6,16.2,32.2,46.8,41,19.5
2017-05-21,54.2,17.9,44.9,55.4,56.5,19.4
2017-05-22,51.4,21,46.5,52.8,58.5,19.3
2017-05-23,47.1,15.6,33.4,48.6,47.4,19.4
2017-05-24,47.4,19,47.5,53.9,51.3,19.5
2017-05-25,40.8,17.3,41.2,46.1,37.4,19.5
2017-05-26,50,20.2,33.3,57.4,61.2,19.7
2017-05-27,38.7,19.1,36.1,50.2,54.7,19.5
2017-05-28,36.1,12.1,30.9,46.3,53.3,19.3
2017-05-29,42.1,19.8,44.2,61.1,62.5,19.5
2017-05-30,35,17.9,45.3,50,49,19.6
2017-05-31,NA,23.1,43.7,48,52.4,19.5
2017-06-01,NA,24.3,32.8,60,69.4,19.5
2017-06-02,NA,21.4,32.7,45.8,53.8,19.2
2017-06-03,NA,15.6,44.6,57.8,49.3,19.6
2017-06-04,NA,19,38.4,58.8,66.6,19.7
2017-06-05,NA,12.3,44.9,45,42.7,19.2
2017-06-06,NA,27.2,36.5,47.8,62.7,19.5
2017-06-07,NA,12.8,35.2,47.2,41.7,19.5
2017-06-08,NA,19.8,37.7,53.9,54.7,19.3
2017-06-09,NA,15.7,34.3,37.5,55.3,19.5
2017-06-10,NA,15.6,35.1,49.9,52.2,19.3
2017-06-11,47.3,22.4,38.7,53.7,53.6,19.4
2017-06-12,49.4,21,40.8,51.9,53.5,19.6
2017-06-13,40.2,19,36.2,46.1,58.3,19.4
2017-06-14,32.8,20.8,29,47.6,46.3,19.5
2017-06-15,36.3,11.8,32.5,50.6,47.9,19.4
2017-06-16,48.4,18.7,37.4,57,72.3,19.5
2017-06-17,58.3,24.3,39.5,53.1,39.2,19.5
2017-06-18,49.2,17.3,43.4,47.4,64.1,19.4
2017-06-19,38.6,20.8,36.4,52.6,50.1,19.6
2017-06-20,38.8,17.5,34.4,49.1,48.6,19.4
2017-06-21,50.7,18.3,49.8,57.8,55.2,19.4
2017-06-22,37.4,15.2,36.5,56.7,54,19.3
2017-06-23,40.3,24.5,33.1,47.9,61.1,19.5
2017-06-24,34.9,15.6,47.7,56.9,54.4,19.4
2017-06-25,48.1,17.4,39.4,59.3,51.7,19.4
2017-06-26,47.5,16.8,40.5,48.1,46.1,19.3
2017-06-27,44.4,11.5,47.3,41.8,41,19.2
2017-06-28,49.5,15.7,31,47.1,58,19.2
2017-06-29,38.7,15.9,41.2,49.3,45.3,19.4
2017-06-30,33.5,19.3,36.2,53.8,38.1,19.5
2017-07-01,55.1,15.8,52.4,49.1,60.2,19.5
2017-07-02,48.5,18.3,42.7,50.9,60.9,19.5
2017-07-03,47.6,23,38.4,52.2,60.7,19.3
2017-07-04,48.4,22.4,46.5,57,58.6,19.5
2017-07-05,49,21.5,56,52.9,70.3,19.6
2017-07-06,55.7,14.4,47.5,49.4,59.5,19.5
2017-07-07,40.9,18.6,32.7,52.5,54.1,19.3
2017-07-08,41.9,16.7,42.9,52.5,49.1,19.5
2017-07-09,31.9,17.1,38.3,46.2,43.2,19.5
2017-07-10,46.4,20.8,42.8,51.4,66.2,19.6
2017-07-11,41.6,11.9,27.2,43.7,29.4,19.1
2017-07-12,37.9,19.8,29.3,41.8,53,19.3
2017-07-13,62.3,20.4,49.4,54.4,70.4,19.6
2017-07-14,55.9,21.4,43.4,56.6,51.8,19.4
2017-07-15,52.3,20.6,49.7,55.4,62,19.3
2017-07-16,41.9,16.1,49.6,51.6,64.8,19.6
2017-07-17,43.7,22,39.9,47.4,53.3,19.4
2017-07-18,37.7,21.7,44.5,44.8,49.1,19.6
2017-07-19,37.8,20.3,42.6,51,46.6,19.5
2017-07-20,45.2,20.6,38.4,55.1,60.9,19.5
2017-07-21,44.5,14.7,36.8,50.9,45.3,19.2
2017-07-22,39.6,20.7,46.7,52.3,50.1,19.6
2017-07-23,51,18.6,45.7,46.5,49.3,19.6
2017-07-24,50.4,19.9,45.7,54.1,54.4,19.4
2017-07-25,53.3,22.8,45.8,53.5,48.9,19.4
2017-07-26,40.5,19.8,30.3,52,35,19.5
2017-07-27,48,19,44.4,55.8,37.8,19.5
