"Day","Solar","Wind","Coal","Nuclear"
2013-12-05,43413.4042590109,28132.1576629926,419085.779440311,9999.68853042444
2013-12-06,38224.5137154126,24916.9313358177,404588.972154366,9991.33920561071
2013-12-07,19849.1773405118,13016.3348537175,405436.755604885,18380.4135995508
2013-12-08,27333.0606559138,18032.1863593457,451446.296014277,9986.8278449127
2013-12-09,35137.5382503778,23321.9983659803,406902.356366853,10027.7168022183
2013-12-10,46528.5423907627,31071.9600267567,355089.12484182,9994.3502118524
2013-12-11,49233.2353672754,33081.3250774223,374612.826814805,9979.73648832906
2013-12-12,27471.6531269685,18573.9922381433,379514.039260134,9987.79297444141
2013-12-13,26688.9460998498,18158.0222040611,355136.850414704,9990.12044826147
2013-12-14,47783.9373282839,32715.7207548349,363396.623082413,10018.524651526
2013-12-15,13936.5258474839,9602.56817500563,339423.650902956,35026.7491466436
2013-12-16,48860.6400619874,33882.1760945427,330937.272477238,10008.3663698051
2013-12-17,24783.4826637506,17297.1593099765,312715.697032383,9997.21383469531
2013-12-18,16383.4980978094,11509.0774980709,339489.803222684,24195.7745938271
2013-12-19,21921.6151146281,15500.6197716216,365628.41697271,10019.7811814128
2013-12-20,38910.3435971651,27695.2638684048,393501.023925446,10004.3680940467
2013-12-21,33572.7524972696,24055.4061255552,374353.808571919,9998.69085659794
2013-12-22,27310.0793452974,19699.5121982622,342234.393263574,9993.8762995813
2013-12-23,33422.8349560596,24271.9187156408,312510.574361703,9998.42688334081
2013-12-24,25283.4798879283,18486.1989279455,300447.340240233,9995.21138778445
2013-12-25,28289.3441570838,20825.9741822252,296833.93122694,9992.04482853579
2013-12-26,29424.2745630584,21811.3071235931,333571.785738845,10016.5523742186
2013-12-27,28073.4345130482,20954.9609750165,364930.455093857,9991.32307843938
2013-12-28,56641.7795927562,42576.069365792,349575.755335594,10002.0838073199
2013-12-29,41950.3544165967,31755.8506299749,340733.766192044,10001.0359954311
2013-12-30,33306.6759485422,25392.2399160454,325254.007381388,10007.9195994192
2013-12-31,36494.4482100003,28022.0807881288,296781.535692626,10007.3749183891
2014-01-01,27170.7465253952,20714.3491454028,300504.416348848,9984.25822610351
2014-01-02,30461.7217557236,23059.1111674593,364738.496470825,10018.2752132286
2014-01-03,30960.6817117561,23272.2937317548,387957.640394026,10003.7221262973
2014-01-04,26166.3112752401,19531.4196906666,372143.706490684,10006.2146334921
2014-01-05,29254.5293916488,21685.4802639223,339713.277743666,10006.3911146662
2014-01-06,37150.1265741291,27349.0814280852,303217.164994378,10003.4963726938
2014-01-07,34973.0641525919,25570.8084452923,323389.710989443,10004.3136995826
2014-01-08,21183.3632261483,15383.5206087372,366687.157128192,10002.3188547022
2014-01-09,47781.996979145,34466.4700694134,405409.432399422,10010.3655395056
2014-01-10,27774.7892597131,19901.0741150414,420008.482560707,10016.0630272426
2014-01-11,34106.2561599285,24275.8525520049,418354.659686738,10003.0486081547
2014-01-12,44244.9360764822,31285.2829207648,370308.440755267,10008.3249445956
2014-01-13,39232.3971137111,27559.9689468739,320917.311957902,10009.2028960081
2014-01-14,25576.5096796985,17850.6373993182,308375.51808802,9996.41555277159
2014-01-15,24551.9440013269,17025.4276051429,346962.572734262,10002.4358457457
2014-01-16,36869.1260278399,25403.6264209365,397176.885717852,10004.7998459606
2014-01-17,29821.7857254887,20417.7652315,424114.470352704,10013.2415744965
2014-01-18,46664.6226643969,31748.621744529,420484.84596012,9986.15371416535
2014-01-19,60315.2887512458,40780.0615394068,393306.105400808,9990.19378901506
2014-01-20,29394.9170945322,19751.3488758948,384224.276484611,9995.91801749262
2014-01-21,34560.3603309422,23079.5567523847,384079.97795326,9985.13520541055
2014-01-22,39662.5035371532,26325.3741936298,403953.538540056,10001.7085684062
2014-01-23,30471.6204040747,20102.7592450988,412582.430156904,10001.3897599269
2014-01-24,50203.2588901943,32921.3859724521,414876.707248455,9998.63502911803
2014-01-25,34431.1898667533,22444.2251929675,431166.553368509,10009.5042582966
2014-01-26,72711.8632190129,47117.7424337243,414939.296629251,10006.4686305268
2014-01-27,29893.3414388423,19257.5231040671,362294.238215266,10009.5529689181
2014-01-28,26882.7129223205,17217.3337069313,377269.562905742,10007.3886898987
2014-01-29,40250.2725854223,25629.991547861,466474.847108724,10006.5757218183
2014-01-30,42384.8598563254,26834.7246447795,447516.52164892,10008.8017351947
2014-01-31,36489.5332520658,22971.0739247153,459492.587008785,10004.637364486
2014-02-01,36879.8199552228,23085.9713697093,435989.738930722,10001.6899096426
2014-02-02,26555.3598571492,16530.1812800034,421908.319951021,10005.0880587986
2014-02-03,15399.9632113359,9533.02638834437,407091.838078121,40536.5235397362
2014-02-04,36744.3231619797,22620.7291062493,436426.996286313,10002.4941871994
2014-02-05,27227.0332351705,16670.2218473162,492655.056359511,9992.46437775415
2014-02-06,35397.309498063,21555.3672350151,517632.836474088,10006.8815195255
2014-02-07,68586.3979711035,41541.924882248,459520.075303981,10013.3997919362
2014-02-08,38574.4747722632,23239.7446698677,481205.099707213,9998.89276193367
2014-02-09,36901.4056974693,22114.450000828,475581.381206293,9994.34379825426
2014-02-10,42833.9881223363,25535.4060663319,442194.693541254,10012.306768341
2014-02-11,32779.6924357853,19440.1319495356,425339.229969335,10010.7430987465
2014-02-12,34241.0570969819,20202.2881126328,431829.815603427,10008.10808708
2014-02-13,69742.8960692138,40938.4461031749,416638.374671673,9993.73604319143
2014-02-14,30410.9519056638,17760.6240568488,444025.897248475,9991.6242346746
2014-02-15,40316.6316886942,23427.6141572207,481853.400807139,9982.44741103051
2014-02-16,39552.2228898431,22869.0987886535,479982.949763411,9994.38918146429
2014-02-17,51555.0054009851,29662.1055574016,440336.973058456,9983.80435928778
2014-02-18,77288.5967772462,44250.4952222475,387601.849933812,9998.36873494703
2014-02-19,33648.4673323636,19171.5884596448,438655.797549615,9998.50399985663
2014-02-20,36493.9747992028,20692.9561251841,388307.706061635,10011.6997851941
2014-02-21,25507.889961849,14394.7080278393,367466.86368701,11348.8890623361
2014-02-22,40242.853829957,22602.8076383977,384220.140753505,9996.94398665287
2014-02-23,33183.2265233444,18550.5075181913,395836.916065927,9996.13951607054
2014-02-24,34366.3331340858,19122.8297833439,378678.367864329,9996.20755242327
2014-02-25,34489.851364018,19103.3801767906,341521.567762195,9996.49301757318
2014-02-26,45752.8677294634,25226.3978879952,378732.444439325,9999.37805438367
2014-02-27,36346.9379628608,19949.9039888033,383351.933005994,10004.2865548254
2014-02-28,38260.8824911636,20906.5319883997,384636.872925822,10001.4044103454
2014-03-01,27364.9340984244,14886.5264154036,373900.718555284,9986.52387304915
2014-03-02,25571.0234863408,13849.5890821395,351908.286080228,13577.3724292089
2014-03-03,37273.2502809355,20099.8888823531,346046.227488286,10014.7096904572
2014-03-04,33177.1194971939,17813.9581964312,371451.975336669,9986.73828295726
2014-03-05,47344.3654984559,25312.3871436957,403466.999288839,9992.08031751742
2014-03-06,34324.5845013182,18273.8804900783,409055.870025779,10016.7139690573
2014-03-07,56676.6488882855,30047.4710056269,386442.677155265,10010.7296643619
2014-03-08,35536.9400860048,18762.0197161585,388409.998915688,9991.23812407439
2014-03-09,60533.5329446405,31827.9634624514,351582.645591914,10008.92270374
2014-03-10,29259.932153564,15322.048649688,310235.662369877,9998.19057110164
2014-03-11,68961.1694635133,35966.336423294,260010.824645807,9987.05372653704
2014-03-12,42573.0311069027,22115.2338872567,355125.452423238,9987.98478253221
2014-03-13,41152.9094797777,21293.1619158011,330445.273471435,9992.4836504468
2014-03-14,64185.0527039287,33080.5999287764,303611.038030906,10000.8400461744
2014-03-15,45803.4136531062,23515.5072386213,343447.119064198,9992.89557351482
2014-03-16,51451.0490842824,26313.879761447,376446.429645448,9992.88874143175
2014-03-17,49630.7675228215,25286.7408724356,367701.338306082,9999.40050908416
2014-03-18,49046.7391182945,24895.4648862716,343642.873199031,10002.5903839797
2014-03-19,56710.9561459056,28678.8861114404,381812.581365376,9986.38372162834
2014-03-20,56475.8375100089,28455.1004432387,335204.416070274,9989.04374210934
2014-03-21,33606.4761558568,16870.9458443472,341584.583810799,9989.66217721752
2014-03-22,42043.8024486747,21030.7270317457,325614.878127228,10012.7792630372
2014-03-23,50766.2050433402,25303.4437221841,316743.764026907,9989.91835404265
2014-03-24,30919.7021516959,15357.1139974715,285560.464346331,9982.78082675121
2014-03-25,38981.5687001847,19293.8852401323,269582.416348231,9997.50124550366
2014-03-26,73325.5299741874,36167.485528103,288182.396889347,10007.6930395969
2014-03-27,57917.0633657885,28470.098955052,309974.813681839,9992.72383840661
2014-03-28,50716.2221160012,24846.5013671273,311832.891631052,10000.1425007897
2014-03-29,49690.11237911,24262.7911457477,314853.753754991,10000.8636020595
2014-03-30,58477.8852637493,28459.7680044052,305856.847306392,10005.7125114685
2014-03-31,57249.150009427,27771.164978373,265800.234887107,9995.63266159349
2014-04-01,45830.0389043247,22160.3717910213,257917.957220332,10020.6406271769
2014-04-02,49111.5417871958,23671.6487566099,297661.689880333,10006.4852213731
2014-04-03,61570.7235152086,29583.7785117066,298858.421013655,9984.41390140089
2014-04-04,37165.6977976323,17802.1479328196,320772.603462957,10006.511000226
2014-04-05,60754.083536189,29011.6588700519,358890.07229227,9994.99974154276
2014-04-06,33161.4036139438,15787.4930818579,346194.605750129,9999.49616739332
2014-04-07,38360.962389662,18208.2879332454,351405.417633306,10002.5766319967
2014-04-08,53861.6279126537,25490.2781937728,324305.728641368,10002.7917756703
2014-04-09,71306.5385175829,33647.7502328148,344064.596608929,10003.2438404448
2014-04-10,45767.4059965935,21534.292680822,353975.912866073,9985.06434130283
2014-04-11,46104.9604741853,21631.4497657423,353444.29772008,10004.1389844212
2014-04-12,59666.8619782917,27915.8476778331,340774.193686807,9990.40059353805
2014-04-13,64950.9070521636,30303.8944995117,327026.248496577,9998.41649312835
2014-04-14,38401.4284341184,17867.8429681297,317552.407566931,10004.6226884045
2014-04-15,43937.0079261117,20388.3760546734,307983.259254347,9990.97371957449
2014-04-16,33287.4186145206,15405.4907260707,349272.307747428,10010.6382215297
2014-04-17,45049.5565111236,20794.3343254083,330195.443579922,10012.5424618205
2014-04-18,69988.2301914572,32222.1403631807,302036.507225181,10012.0614598006
2014-04-19,49245.4319528063,22614.4459940656,320233.846324077,9994.12748718204
2014-04-20,39869.1210623296,18262.6172364033,313476.637051084,9998.80473419203
2014-04-21,62353.6411204668,28491.1659878128,261425.451344435,9976.90060358959
2014-04-22,51379.8444539182,23419.5692013304,253190.504542443,10007.89410728
2014-04-23,58344.4267833552,26530.097255763,293157.537492552,9996.91796102446
2014-04-24,54736.2400069532,24830.3807464803,298113.577951006,10008.9102301592
2014-04-25,60448.6017409911,27357.6763380731,302251.615244791,10004.7600420113
2014-04-26,50478.3813467153,22792.8402181456,305337.052150879,10002.8015827139
2014-04-27,49826.9385122958,22447.7505696364,295896.334021517,10002.1004842412
2014-04-28,44429.1372008395,19971.3579082053,266719.196462255,9998.12138485407
2014-04-29,67991.563166169,30495.8890059712,235025.612554434,10003.7073249072
2014-04-30,55333.0055343867,24764.669084122,305770.006335567,9996.24709458085
2014-05-01,59203.0537686783,26440.5075075124,320884.435511,9995.53210500779
2014-05-02,36306.1729722584,16180.7611666742,318986.956848262,9999.84843675123
2014-05-03,48582.5592387679,21607.624475944,303500.519673943,9986.74723109113
2014-05-04,57175.6225934264,25378.2127681085,297402.588146749,10000.8534846693
2014-05-05,70386.6022111247,31180.2033413824,247038.770805713,10004.0270124094
2014-05-06,40981.4679407418,18118.8467941491,254042.225097596,9989.20928783067
2014-05-07,29676.7318536393,13095.6928629743,307631.996041459,16042.462308356
2014-05-08,45864.917185952,20201.2215303637,317493.980326961,9993.15784198224
2014-05-09,59131.1049223674,25996.3779138546,321689.526507226,9998.847997674
2014-05-10,48311.195082649,21201.161622857,341401.517783643,9982.48358218364
2014-05-11,36962.1925977594,16191.9743459038,340549.743603499,10007.576155652
2014-05-12,43626.7762097515,19078.3391428364,294198.204663184,10007.861429159
2014-05-13,70018.8248457837,30567.6995703945,233200.803374398,9993.370763464
2014-05-14,81554.0311452687,35544.2195069635,279665.263316287,9990.45015536649
2014-05-15,48790.2051572548,21229.8487154983,334077.241049863,10002.8591448001
2014-05-16,85412.4924553355,37105.7685484731,280834.155097001,9990.18077100457
2014-05-17,61553.3146824105,26698.835397491,291447.985710564,10016.5534623671
2014-05-18,64604.4916433491,27979.468546543,286685.151388591,10006.6201878183
2014-05-19,60809.6516922271,26296.6337366466,259830.701579688,9998.80960331483
2014-05-20,75946.1768134564,32794.3821673223,233850.219562226,10005.4546325688
2014-05-21,32702.6103358127,14101.2248270494,316071.083809483,12258.7212937564
2014-05-22,27811.9024924013,11975.701509244,336811.412280992,21763.719193187
2014-05-23,53162.4744601618,22860.5276398069,351716.372198582,9992.78632793602
2014-05-24,81738.5227413793,35102.1389046147,339589.280701173,10005.0533099842
2014-05-25,54485.6316303844,23368.4247587644,345965.456871749,10000.6200819737
2014-05-26,59597.2289427464,25528.7218393365,290077.405354166,10002.6621874544
2014-05-27,72375.7867428049,30964.6907464493,265716.984534296,10013.8853821622
2014-05-28,57680.8872935749,24648.5117064473,284815.437506613,10012.5607461789
2014-05-29,52195.1496975111,22278.6615964491,358342.681578976,9996.41088216536
2014-05-30,39551.6470910732,16863.1440778743,382530.431068418,9997.78166832721
2014-05-31,42403.3991863361,18059.4496006435,382546.214927344,9996.85157928473
2014-06-01,57319.5552135448,24386.6043172368,374101.625717114,10001.2139647728
2014-06-02,72801.2595841419,30941.8947360403,321034.958670039,9996.75171076134
2014-06-03,37121.181364296,15761.7373980308,298174.170843808,10007.0605915734
2014-06-04,72713.3929913923,30845.0715382001,320769.669764027,10002.6244795155
2014-06-05,86979.1943497008,36862.9934419694,288597.402919476,10003.9513444342
2014-06-06,69547.9490765425,29449.5156199152,305679.491667428,9993.77726657468
2014-06-07,41488.8046600545,17553.2732783607,372103.712229558,9999.1313453786
2014-06-08,47100.968873238,19911.5532086372,400299.251115659,9993.52863605197
2014-06-09,43634.1985971123,18431.6893289205,314508.576352336,9995.91273775445
2014-06-10,56414.0415057648,23812.3860938604,280044.051414448,9998.94348923957
2014-06-11,45193.7012487492,19062.7649138107,345983.697082027,9987.29109696269
2014-06-12,33493.5530090548,14118.0978958456,359836.101323136,12480.79420868
2014-06-13,54868.924753051,23113.3611400854,373445.700477329,10012.1222190723
2014-06-14,58871.5574415707,24784.4085387466,369486.997884451,9995.64914909495
2014-06-15,56014.1555934186,23567.9544881954,353977.815726463,9993.14056593268
2014-06-16,84119.2531174694,35374.0875891771,299495.833580077,10015.9402289094
2014-06-17,73699.4164265526,30976.6394616295,318191.359641544,10021.7250993225
2014-06-18,67570.7532780126,28387.3002621971,410404.520895115,9997.01881724852
2014-06-19,54743.589798771,22988.3787096157,400181.364271386,9998.93368655065
2014-06-20,38790.08363998,16282.4660301461,365080.629172937,10003.3116259734
2014-06-21,36641.1854929155,15374.7487032044,367087.414113847,10014.0911966638
2014-06-22,55357.0527847868,23220.1574775292,340689.126359594,10004.6727481378
2014-06-23,78186.9311674072,32786.473083156,272903.141873506,10005.0509509209
2014-06-24,62915.6866999949,26375.6059893979,278187.713332974,9982.1017677314
2014-06-25,49757.4633514355,20854.4789910323,382934.488726177,10000.3880381742
2014-06-26,55510.2770367453,23260.9124717363,420164.26485458,9999.42163482599
2014-06-27,57219.6480953724,23973.166680842,421724.516372667,10008.5602100986
2014-06-28,43638.9578661647,18280.8376443745,392047.658259301,10014.8846148584
2014-06-29,64693.9236975476,27098.2558000238,342492.850508609,10004.9810884547
2014-06-30,79373.464632852,33244.8160667678,280513.745516848,10010.4879497983
2014-07-01,59692.30354714,25000.7082061982,279946.476387106,9986.58664454388
2014-07-02,51796.1546675308,21693.5931786149,311976.141799379,9995.83606208168
2014-07-03,84198.413030357,35265.6995288753,301834.715745842,10005.9452588913
2014-07-04,93874.1125870149,39320.9218191166,260650.990075134,10002.6774652597
2014-07-05,60926.0308271007,25522.5819388768,341196.572945395,10011.6642627717
2014-07-06,60662.9267944937,25415.7881741627,352172.27572757,10015.4524406601
2014-07-07,64835.4849130546,27168.5284263097,332074.488551092,9982.38040402905
2014-07-08,24437.4343470259,10242.2817977131,348056.069858954,31677.4397084557
2014-07-09,63844.9513352256,26765.1736658281,423189.535845643,9978.99670463675
2014-07-10,34729.9393594075,14563.4597110459,413144.397130965,10718.4977027777
2014-07-11,70158.4883149488,29428.7911856863,371477.267282536,9994.33718174702
2014-07-12,45631.2804079556,19147.0188488694,353851.006706947,9990.50060983368
2014-07-13,37640.8420270241,15800.0621328754,335047.709907606,10002.7188174679
2014-07-14,50810.1246903782,21336.6056730798,315160.495808966,9989.02318165779
2014-07-15,84674.3271394746,35572.7209243636,295850.884995345,10017.0316595678
2014-07-16,40482.7567985016,17015.3282422493,372969.077401501,10010.4080736766
2014-07-17,46306.6802450196,19473.0279008048,380604.425017788,10002.958939375
2014-07-18,30547.8411843962,12853.0033724379,388463.849817296,18859.0016131413
2014-07-19,67884.3904708889,28578.7320728545,378089.12434033,10000.8984089307
2014-07-20,47927.390023082,20189.2615736674,343800.241552497,10001.00931864
2014-07-21,44926.050106294,18937.0883794518,295549.642927156,10001.6587456452
2014-07-22,39063.2952202351,16476.9512778672,287584.44915376,10003.8014742309
2014-07-23,62852.7895598714,26530.1838359316,329104.205088546,9998.16528510782
2014-07-24,31602.2717411842,13349.2369184977,338150.92911564,15546.3818863053
2014-07-25,43395.2291476773,18344.9817455014,340673.872293356,9987.6321396467
2014-07-26,57864.3409239754,24481.5100756253,351844.257456763,10000.2732027101
2014-07-27,47340.099782808,20045.7817450202,369933.209158783,9975.31494446258
2014-07-28,69305.8291245332,29372.7752206606,322583.049013009,10002.2913466156
2014-07-29,67846.652919507,28780.5970377061,326841.287135196,9995.43519813104
2014-07-30,53707.7754109774,22804.4426698783,396526.020414231,10010.7311073062
2014-07-31,52551.3453064411,22335.3030427979,408732.30404376,9997.35079208795
2014-08-01,49775.1337869652,21176.8302803126,424925.522590065,10007.6063450853
2014-08-02,37677.1622981527,16046.5629330493,429751.493172901,10006.5551022097
2014-08-03,81722.2387161969,34842.8949789223,413114.036576296,10010.068980145
2014-08-04,75782.542656074,32346.5615586432,365408.470475618,10015.2171389591
2014-08-05,38293.8292624042,16363.9282116974,340712.591742065,10003.7099122994
2014-08-06,100521.650554452,43006.3970676034,394710.281718826,9991.20586529959
2014-08-07,58893.5159668088,25227.2834480532,454530.077228952,10002.4019203961
2014-08-08,51341.9812818575,22020.1398175938,469679.043186995,9993.18790942099
2014-08-09,36732.7747236897,15774.6790308718,458241.560510439,9997.73044766069
2014-08-10,42447.252050375,18252.8482465316,437296.274947713,9980.68427170467
2014-08-11,61134.2216216575,26324.1678752819,373408.607792271,10013.9360515911
2014-08-12,48408.0730349337,20873.3527476948,362540.337564391,9993.50467747688
2014-08-13,40053.4090857899,17295.4960970565,407845.110722196,9993.25337216272
2014-08-14,66406.28072413,28716.8499312189,360624.513954652,10005.3165621753
2014-08-15,95966.2905639398,41561.9059923148,360855.703461205,9983.08765361724
2014-08-16,85149.0701616454,36933.5269794142,403069.847370238,9981.94625450842
2014-08-17,61122.3721846817,26553.4060676712,391437.716868704,9998.92164986438
2014-08-18,47159.7576793125,20520.3998992099,311460.559617168,9987.80435787291
2014-08-19,51798.3653603776,22575.6157312644,305486.141631924,10003.7434115267
2014-08-20,58534.8992303187,25554.23085144,381544.933080423,10007.0151909974
2014-08-21,49856.5363290969,21802.6632084964,387762.049069444,9995.91347592273
2014-08-22,41061.211889374,17987.6258088858,418243.178006455,10007.9927519585
2014-08-23,33751.7825643026,14811.8256230491,444057.380783018,9978.38949096946
2014-08-24,62022.3526384848,27267.4850303111,442105.836713387,10006.0523006641
2014-08-25,45345.8720266932,19972.6078777119,386321.758695251,9999.12345490613
2014-08-26,46083.1902106706,20335.5041963949,338647.908529745,9998.66269452936
2014-08-27,35210.5037505306,15567.3711816075,386961.312277436,10004.3294889358
2014-08-28,61980.9526987423,27456.627365569,410369.218449767,9999.95710817743
2014-08-29,72702.0486592173,32269.8376661511,425331.23525737,10015.1547503913
2014-08-30,40198.1497074647,17878.5666526509,399975.962946459,10007.1321103937
2014-08-31,87307.7514529794,38910.9002300921,326875.020931973,10001.5706270025
2014-09-01,43164.1156458725,19277.4029571027,305848.421060223,9993.23211224843
2014-09-02,45105.4023914446,20187.2346051421,301319.617731027,10008.6227964956
2014-09-03,46936.520999409,21052.1845368696,324627.650464275,10012.9182012446
2014-09-04,57859.5547897602,26008.4698897525,386027.39425541,9993.72963657463
2014-09-05,82638.4678976839,37229.8152407325,389807.489531999,9990.16248532425
2014-09-06,49304.0713045385,22262.5961722033,415696.316272495,10001.1750080136
2014-09-07,48255.0983371316,21839.1711958149,411334.238876042,10000.1426028038
2014-09-08,33221.1638363468,15070.3473017677,368169.523735265,10016.8573408074
2014-09-09,47235.714750405,21478.7971253363,335731.909987924,9992.96012524796
2014-09-10,41267.1078092729,18810.0586397226,376175.317845651,10008.6735453953
2014-09-11,59628.1233024229,27245.7987700973,349447.488235188,9999.17261820882
2014-09-12,66573.2654931117,30494.8299205649,317487.522926765,9992.15872703632
2014-09-13,38352.22131123,17612.0749316696,335279.617350416,10000.2718845986
2014-09-14,48595.7971269768,22373.198919341,328592.056326254,9987.40381508679
2014-09-15,41206.3904987829,19020.3750432803,278197.847283148,10006.251170046
2014-09-16,36777.9587304087,17020.9203875595,263916.388234244,10007.4505057444
2014-09-17,63588.1747291989,29507.2350213157,301027.044563741,10017.7915682456
2014-09-18,80524.3576392538,37467.2671324221,303055.452546834,10002.6795238572
2014-09-19,45506.2870625514,21231.6930555031,347654.512245383,10014.3769119379
2014-09-20,64894.2458218247,30361.5410877316,348469.287561101,9986.11589972041
2014-09-21,32279.5729625878,15144.8771199097,360193.883601883,9988.64025807634
2014-09-22,74891.8089075594,35237.7876196788,307584.531212319,10015.7373391016
2014-09-23,52196.0217700681,24629.9812075824,305630.235550813,9994.0750913437
2014-09-24,50801.8945816865,24042.2444668384,373676.130067868,10001.5738320994
2014-09-25,40155.1114092742,19059.8927916535,401351.949921944,9998.51349374473
2014-09-26,54498.9774133552,25945.8929693763,377240.096751586,9985.32170818815
2014-09-27,37114.2801705781,17723.0364256086,349623.701864156,9998.91889532364
2014-09-28,62507.7916753407,29940.8599945398,311206.239676744,9984.1764652929
2014-09-29,25712.8317561101,12354.6171971431,278874.38382231,18265.7898532683
2014-09-30,39823.2500913188,19194.7137923922,270883.865853141,9995.42772854212
2014-10-01,31095.5564863315,15035.7518618817,323307.812698128,10000.062003931
2014-10-02,38102.7008180146,18483.3554797657,336772.623999103,9990.01312919743
2014-10-03,38184.9779865044,18583.70236625,342662.093371526,9997.43592849696
2014-10-04,37123.6322997578,18126.8041856799,358590.969441445,10001.4918338488
2014-10-05,51980.9686474905,25466.1162578391,370973.134575659,10002.9376229193
2014-10-06,46101.3524439915,22661.8890835799,346105.883008763,10003.5159080389
2014-10-07,43396.4199299837,21405.0875642043,337461.993848927,9973.42795273354
2014-10-08,38419.0667528773,19015.4755100834,389342.675243684,10003.2011959135
2014-10-09,30244.9428118564,15021.9763544265,353228.422542649,10021.0028324444
2014-10-10,35384.637950673,17636.7958615448,319427.340100117,10005.051189727
2014-10-11,46119.2612174603,23069.3119337677,312907.015528542,10010.3347166242
2014-10-12,22929.9807443836,11511.1879494989,308381.883996053,22885.6661495676
2014-10-13,43688.0060714518,22012.0082452548,278793.436342068,9994.88772886971
2014-10-14,59737.7541487811,30209.5461656188,251985.043229384,9998.49003427185
2014-10-15,55732.301363921,28288.9663325052,307751.735290208,9986.83323403496
2014-10-16,43639.2198316107,22234.0636430774,320159.496674944,10005.2104870907
2014-10-17,26050.3409911719,13323.0624600772,319601.578335372,15329.0452794002
2014-10-18,46517.1879738723,23881.9595151664,332016.251410652,10000.124624494
2014-10-19,80059.5684855546,41262.2323106545,288990.612396651,9995.3417328967
2014-10-20,83485.4026071561,43196.6589432407,232539.324400469,10002.5579031421
2014-10-21,37957.2740865654,19717.5059496997,271318.798250902,10001.7850904488
2014-10-22,39780.6989426753,20747.414993927,320952.576237306,9992.56095556615
2014-10-23,29435.7691967377,15414.1262292184,329153.885890672,10008.2436889677
2014-10-24,49947.3511060351,26261.8484122339,322747.15398872,10005.8588261701
2014-10-25,29520.3885633884,15585.5318695004,326368.785323554,10012.6585122336
2014-10-26,33833.865233117,17937.2299622764,316457.591580409,9996.83245738042
2014-10-27,60807.6055681913,32373.0332991584,266145.196730313,9993.54142282387
2014-10-28,56241.7397299992,30069.3160567786,260890.796377285,9986.67690773577
2014-10-29,57557.11175276,30904.4304692488,331390.897444063,9991.4334336935
2014-10-30,64909.7659980955,35003.094018033,329681.347521666,10003.5231251687
2014-10-31,38788.1434599653,21008.1480886578,339945.684427822,10006.6576487462
2014-11-01,31651.6194370044,17218.4835945356,328885.605321811,9990.34118593855
2014-11-02,46737.3017500699,25538.2215586635,336310.550505475,9996.60718295672
2014-11-03,43929.9099016015,24112.0032083371,312968.681693209,10002.5793645708
2014-11-04,21741.8979848823,11987.6588425001,289539.932974431,20050.2623604901
2014-11-05,42680.8329858501,23640.2346355549,345035.563069368,10006.5890137751
2014-11-06,41284.7219636087,22972.503574428,356272.108681669,9997.31917118619
2014-11-07,95182.7741595658,53210.2797902179,319166.306993734,9996.75097648724
2014-11-08,44001.5790022723,24713.9338123621,374015.506642418,9983.3615538212
2014-11-09,41656.3499059368,23507.6674432229,354427.98504826,9991.93255562252
2014-11-10,40720.7210290267,23089.6222808243,328648.321491605,10002.2406675829
2014-11-11,49828.1882512698,28390.1643842258,324882.941158346,10000.9791986641
2014-11-12,18620.2457246229,10660.7588807599,330500.23437567,28216.0413272102
2014-11-13,40217.5301500387,23139.1038617879,337740.385678684,10000.1209990429
2014-11-14,60525.464222921,34995.8287906631,322046.604821339,10005.7171980739
2014-11-15,47425.6426229006,27558.593314707,367156.778419133,9991.99453471246
2014-11-16,36075.1422235522,21068.6281974137,382551.106780258,9992.84981091564
2014-11-17,37726.5842190559,22145.1620416788,345569.536019979,9995.81230789424
2014-11-18,58962.4305695261,34787.9449753222,308831.239635241,10003.9455299942
2014-11-19,40160.3621403341,23817.2685933111,357115.706180963,10001.6854259229
2014-11-20,41208.2326041721,24566.2147969517,332816.017782893,9994.63751307901
2014-11-21,39382.1917377661,23601.1472638176,328174.871424235,9995.65525665745
2014-11-22,55674.9492468797,33542.1703767611,268493.918279486,10005.8138013938
2014-11-23,43865.8584220898,26569.0027377371,324980.281884687,10004.1363198533
2014-11-24,27727.8341802513,16885.0021897745,349366.812411307,9996.67780812908
2014-11-25,47387.2083910817,29013.6376512706,329983.383954701,10000.9847809491
2014-11-26,25854.0697369301,15916.4153122385,363954.090626795,10013.3728278256
2014-11-27,56363.9946792168,34890.9566377375,368374.935703965,10013.1076524201
2014-11-28,49466.5674790785,30791.9505563978,397547.740175617,9989.76294881295
2014-11-29,43119.7016560801,26992.002648367,393470.610984313,10000.5475761601
2014-11-30,41975.6256915777,26424.7063435054,404054.533341317,9999.37655290782
2014-12-01,47582.3114465583,30125.3379145,375640.283611213,10009.3447757154
2014-12-02,44882.0477690849,28579.3469480493,346695.346117874,9978.66256724929
2014-12-03,36083.9670411899,23110.3796634395,414687.77695969,10006.6458996899
2014-12-04,43769.04280961,28196.35787031,440151.48729289,9984.54489328689
2014-12-05,34012.8007135834,22040.5077317997,443697.94642105,10009.1985281735
2014-12-06,32040.1844494241,20885.6306677181,450641.398665383,10005.5023372464
2014-12-07,26998.0706251272,17704.3069157197,429232.389781392,9989.38115260711
2014-12-08,38819.9882839591,25610.3504842043,369581.688656971,10006.3420774515
2014-12-09,33984.9399593344,22556.9790504892,351508.226734632,10003.7760781412
